"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2016-06-01","183.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2016-07-01","209.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2016-08-01","247.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2016-09-01","240.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2016-10-01","235.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2016-11-01","205.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2016-12-01","157.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-01-01","240.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-02-01","213.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-03-01","245.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-04-01","186.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-05-01","227.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-06-01","206.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-07-01","210.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-08-01","253.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-09-01","231.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-10-01","243.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-11-01","237.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2017-12-01","169.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-01-01","269.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-02-01","242.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-03-01","254.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-04-01","224.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-05-01","233.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-06-01","215.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-07-01","234.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-08-01","267.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-09-01","258.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-10-01","276.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-11-01","242.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2018-12-01","170.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-01-01","279.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-02-01","255.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-03-01","251.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-04-01","209.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-05-01","225.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-06-01","192.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-07-01","241.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-08-01","255.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-09-01","263.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-10-01","272.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-11-01","235.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2019-12-01","173.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-01-01","268.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-02-01","232.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-03-01","139.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-04-01"," 18.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-05-01"," 76.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-06-01","171.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-07-01","180.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-08-01","145.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-09-01","203.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-10-01","244.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-11-01","221.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2020-12-01","171.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Hospitality & tourism","Hospitality & tourism","2021-01-01","232.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2007-05-01","100.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2007-06-01"," 93.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2007-07-01"," 95.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2007-08-01"," 94.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2007-09-01"," 92.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2007-10-01"," 93.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2007-11-01"," 97.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2007-12-01"," 69.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-01-01"," 89.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-02-01"," 91.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-03-01"," 86.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-04-01"," 96.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-05-01","106.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-06-01","100.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-07-01","106.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-08-01"," 91.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-09-01"," 89.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-10-01"," 81.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-11-01"," 68.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2008-12-01"," 45.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-01-01"," 52.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-02-01"," 46.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-03-01"," 45.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-04-01"," 38.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-05-01"," 41.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-06-01"," 40.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-07-01"," 42.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-08-01"," 41.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-09-01"," 38.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-10-01"," 41.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-11-01"," 41.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2009-12-01"," 30.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-01-01"," 37.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-02-01"," 41.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-03-01"," 55.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-04-01"," 51.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-05-01"," 58.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-06-01"," 60.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-07-01"," 68.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-08-01"," 68.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-09-01"," 67.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-10-01"," 65.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-11-01"," 65.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2010-12-01"," 52.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-01-01"," 59.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-02-01"," 71.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-03-01"," 78.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-04-01"," 74.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-05-01"," 81.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-06-01"," 76.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-07-01"," 78.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-08-01"," 74.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-09-01"," 76.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-10-01"," 65.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-11-01"," 70.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2011-12-01"," 55.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-01-01"," 61.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-02-01"," 72.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-03-01"," 76.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-04-01"," 67.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-05-01"," 79.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-06-01"," 72.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-07-01"," 75.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-08-01"," 78.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-09-01"," 69.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-10-01"," 67.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-11-01"," 62.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2012-12-01"," 40.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-01-01"," 59.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-02-01"," 57.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-03-01"," 63.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-04-01"," 65.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-05-01"," 74.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-06-01"," 64.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-07-01"," 74.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-08-01"," 71.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-09-01"," 68.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-10-01"," 68.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-11-01"," 64.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2013-12-01"," 46.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-01-01"," 65.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-02-01"," 63.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-03-01"," 69.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-04-01"," 62.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-05-01"," 73.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-06-01"," 72.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-07-01"," 75.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-08-01"," 75.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-09-01"," 74.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-10-01"," 71.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-11-01"," 61.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2014-12-01"," 49.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-01-01"," 60.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-02-01"," 57.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-03-01"," 66.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-04-01"," 61.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-05-01"," 70.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-06-01"," 62.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-07-01"," 65.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-08-01"," 58.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-09-01"," 61.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-10-01"," 58.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-11-01"," 60.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2015-12-01"," 40.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-01-01"," 56.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-02-01"," 57.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-03-01"," 59.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-04-01"," 60.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-05-01"," 69.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-06-01"," 63.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-07-01"," 64.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-08-01"," 67.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-09-01"," 62.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-10-01"," 59.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-11-01"," 58.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2016-12-01"," 38.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-01-01"," 50.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-02-01"," 50.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-03-01"," 62.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-04-01"," 48.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-05-01"," 59.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-06-01"," 56.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-07-01"," 58.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-08-01"," 64.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-09-01"," 52.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-10-01"," 53.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-11-01"," 55.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2017-12-01"," 35.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-01-01"," 54.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-02-01"," 56.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-03-01"," 61.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-04-01"," 55.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-05-01"," 68.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-06-01"," 64.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-07-01"," 67.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-08-01"," 70.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-09-01"," 59.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-10-01"," 63.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-11-01"," 61.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2018-12-01"," 41.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-01-01"," 64.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-02-01"," 67.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-03-01"," 65.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-04-01"," 62.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-05-01"," 75.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-06-01"," 62.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-07-01"," 72.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-08-01"," 68.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-09-01"," 65.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-10-01"," 66.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-11-01"," 60.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2019-12-01"," 46.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-01-01"," 65.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-02-01"," 61.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-03-01"," 52.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-04-01"," 23.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-05-01"," 32.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-06-01"," 39.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-07-01"," 48.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-08-01"," 50.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-09-01"," 58.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-10-01"," 62.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-11-01"," 62.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2020-12-01"," 47.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","IT","IT","2021-01-01"," 63.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2007-05-01","100.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2007-06-01"," 92.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2007-07-01"," 95.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2007-08-01","110.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2007-09-01","108.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2007-10-01","111.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2007-11-01","111.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2007-12-01"," 70.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-01-01","115.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-02-01","123.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-03-01","119.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-04-01","111.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-05-01","112.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-06-01"," 98.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-07-01","101.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-08-01"," 94.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-09-01"," 95.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-10-01"," 91.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-11-01"," 69.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2008-12-01"," 50.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-01-01"," 65.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-02-01"," 56.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-03-01"," 53.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-04-01"," 48.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-05-01"," 49.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-06-01"," 44.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-07-01"," 47.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-08-01"," 53.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-09-01"," 60.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-10-01"," 57.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-11-01"," 60.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2009-12-01"," 41.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-01-01"," 66.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-02-01"," 71.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-03-01"," 85.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-04-01"," 74.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-05-01"," 74.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-06-01"," 74.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-07-01"," 83.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-08-01"," 79.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-09-01"," 78.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-10-01"," 86.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Manufacturing","Manufacturing","2010-11-01"," 86.5","Index","12-02-21"
